Produccion,Hours,Demanda
17118,12,25278
17158,13,25496
16994,14,25358
16936,15,24962
17003,16,24755
16878,17,25151
16991,18,25528
16932,19,25821
17331,20,25570
17259,21,24638
16927,22,24167
17227,23,23545
17167,24,23153
17060,1,21456
16930,2,20506
16999,3,19840
16882,4,19187
16806,5,18927
16801,6,18663
16956,7,18930
17076,8,19703
17019,9,20418
16810,10,22028
16971,11,23744
16860,12,24886
17022,13,25245
17032,14,25156
16831,15,24963
16573,16,24744
17017,17,25098
17205,18,25683
17354,19,26140
17672,20,25837
17578,21,25194
17450,22,24566
17479,23,23992
17395,24,23447
17356,1,22001
17319,2,21546
17339,3,21023
17274,4,20566
17093,5,20109
16967,6,19951
17056,7,20228
16990,8,20684
17078,9,21279
16680,10,22467
16868,11,24072
17008,12,24811
17280,13,24974
17173,14,24928
17017,15,24837
17214,16,24623
17426,17,24698
17637,18,25202
17524,19,25474
17481,20,25306
17530,21,25176
17588,22,24127
17525,23,23599
17558,24,22913
17574,1,22020
17567,2,21135
17260,3,20557
16607,4,19926
16221,5,19537
16151,6,19443
16551,7,19832
16942,8,19790
17001,9,20758
16865,10,21881
16703,11,23279
16743,12,24307
16900,13,24552
16832,14,24453
16839,15,23803
17012,16,23644
17110,17,24149
17292,18,24693
17299,19,25326
17104,20,25064
16865,21,24654
16863,22,24175
16849,23,23584
16769,24,23032
16974,1,21301
16964,2,20438
16913,3,19934
16970,4,19319
16233,5,18685
16091,6,18475
16124,7,18941
16642,8,19672
16566,9,20413
16451,10,21669
16397,11,23400
16316,12,24229
16513,13,24775
16623,14,24362
16717,15,24187
16685,16,24159
16891,17,24398
17059,18,25033
17229,19,25239
17478,20,25104
17478,21,24736
17478,22,23930
17478,23,23459
17478,24,23569
17486,1,21297
17484,2,20562
17484,3,19976
17485,4,19439
17481,5,19006
17480,6,19334
17477,7,19276
17478,8,19749
17475,9,20806
17476,10,22434
17474,11,23922
17475,12,24836
17470,13,25097
17470,14,25035
17469,15,24912
17469,16,24529
17466,17,24995
17463,18,25376
17339,19,25444
17320,20,25330
17256,21,24924
17215,22,24000
17211,23,23596
17211,24,23022
16429,1,22035
16110,2,21399
16133,3,20730
16226,4,20122
16213,5,19426
16017,6,18899
16327,7,19755
16611,8,20410
16801,9,21190
16911,10,22558
16798,11,24425
16946,12,25412
16911,13,25319
17030,14,25318
16766,15,24722
16997,16,24540
16990,17,24767
17252,18,25232
17468,19,25783
17585,20,25297
17451,21,24887
17385,22,24365
17316,23,23714
17299,24,23338
16988,1,21902
16759,2,21056
16703,3,20455
16713,4,19683
16089,5,19341
15227,6,19330
15476,7,19476
16007,8,19912
16521,9,20717
16403,10,21779
16589,11,23353
16821,12,24321
16963,13,24729
16938,14,24356
16953,15,24202
17033,16,23954
17075,17,24377
17165,18,24894
17163,19,25135
17150,20,25094
16966,21,24704
16905,22,23856
16998,23,23322
17020,24,22868
17027,1,20717
17075,2,19958
16972,3,19388
16826,4,18816
16084,5,18299
16076,6,18226
16426,7,18619
16902,8,19113
16963,9,19932
16964,10,21224
16518,11,22799
16397,12,23642
16201,13,23910
15716,14,23769
15248,15,23507
15653,16,23321
16605,17,23641
17108,18,24121
17197,19,24452
17290,20,24219
17241,21,23844
17168,22,23095
17182,23,22562
17071,24,22142
16970,1,20375
16937,2,19660
16604,3,19172
16437,4,18584
16425,5,18127
16395,6,17888
16563,7,18131
16576,8,18673
16410,9,19669
16504,10,20940
16574,11,22693
16907,12,23549
17095,13,23880
16900,14,23583
16800,15,23934
16771,16,23729
16852,17,23872
17297,18,24320
17346,19,24698
17388,20,24303
17258,21,23936
17037,22,23389
17028,23,22892
16937,24,22855
16626,1,20536
16670,2,19584
16666,3,19033
16610,4,18490
16614,5,17836
16325,6,18100
16460,7,18543
16696,8,19192
16490,9,20117
16408,10,21559
16538,11,23222
16669,12,24141
16713,13,24245
16863,14,24130
16859,15,24023
16878,16,23822
17008,17,24264
17069,18,24566
17130,19,24839
17046,20,24822
17088,21,24203
17149,22,23362
17256,23,22851
17203,24,22463
16563,1,21319
16546,2,20487
16495,3,19971
16424,4,19509
16323,5,19087
15968,6,19083
16117,7,19417
16428,8,19382
16712,9,20183
16876,10,21158
16957,11,22610
17110,12,23307
17182,13,23830
17112,14,23671
16980,15,22941
17040,16,22820
17022,17,23110
17300,18,23752
17193,19,24131
17256,20,24008
17026,21,23721
17048,22,22987
16891,23,22492
17066,24,21916
17070,1,20478
16903,2,19972
16790,3,19359
16531,4,18761
16118,5,18146
15675,6,17199
15790,7,17810
16410,8,18556
16863,9,19041
16686,10,20555
16902,11,22358
17168,12,23518
16992,13,24108
16892,14,24015
16800,15,24159
16745,16,23851
16685,17,24020
17037,18,24295
17174,19,24352
17187,20,24100
17120,21,23694
17054,22,23037
17041,23,22395
16877,24,22079
16640,1,20509
16515,2,19735
16566,3,19068
16354,4,18422
15843,5,17873
15344,6,17573
15515,7,17905
15830,8,18448
16101,9,19304
16244,10,20543
16480,11,22041
16732,12,23035
16753,13,23561
16805,14,23398
16709,15,23197
16660,16,23082
16757,17,23344
17097,18,23800
17241,19,24062
17036,20,23691
17066,21,23264
17071,22,22511
16893,23,21935
16876,24,21468
16494,1,20124
16394,2,19228
16312,3,18468
16224,4,17860
16075,5,17280
15703,6,17025
15970,7,17482
16380,8,18214
16398,9,19085
16263,10,20386
16392,11,21914
16515,12,22913
16706,13,23398
16656,14,23363
16541,15,23072
16635,16,22847
16720,17,23126
16993,18,23759
17106,19,23775
17082,20,23402
16924,21,22895
16844,22,22286
16695,23,21738
16620,24,21198
16412,1,18884
16348,2,18037
16086,3,17337
15785,4,16768
15333,5,16191
15079,6,15982
15225,7,16345
15747,8,17061
15949,9,17907
16034,10,19169
15899,11,20602
16205,12,21515
16605,13,21889
16657,14,21852
16612,15,21596
16591,16,21346
16522,17,21579
16866,18,22327
16931,19,22299
16800,20,21928
16680,21,21406
16484,22,20819
16335,23,20278
16382,24,19829
16062,1,19367
15841,2,17982
15533,3,17238
15201,4,16637
14845,5,16101
14575,6,16052
14694,7,16352
15126,8,16946
15497,9,17821
15560,10,19059
15732,11,20498
15865,12,21395
16068,13,21771
16364,14,21734
16364,15,21500
16326,16,21236
16422,17,21470
16617,18,22211
16639,19,22196
16646,20,21808
16680,21,21304
16729,22,20742
16633,23,20184
16399,24,19644
16411,1,18711
16209,2,17875
15925,3,17193
15552,4,16577
15129,5,16065
14852,6,15739
15134,7,16138
15814,8,16879
16431,9,17724
16222,10,19052
16429,11,20462
16563,12,21306
16695,13,21686
16664,14,21626
16692,15,21347
16540,16,21159
16480,17,21474
16436,18,22168
16427,19,22050
16616,20,21679
16755,21,21151
16711,22,20582
16576,23,20078
13212,24,19546
12323,1,18033
12301,2,17200
12552,3,16453
12753,4,15947
12790,5,15428
12600,6,15116
12995,7,15425
13581,8,16193
14141,9,17152
14410,10,18422
14815,11,19820
15025,12,20706
15205,13,21077
15461,14,20999
15618,15,20760
15380,16,20554
15835,17,20874
16739,18,21610
16915,19,21375
16709,20,20977
16713,21,20464
16323,22,19841
15957,23,19340
16168,24,18834
16368,1,17984
15760,2,17081
15528,3,16239
15289,4,15704
15085,5,15060
14941,6,14735
14910,7,15109
15298,8,15920
15591,9,16781
15779,10,17937
15663,11,19201
16395,12,20301
16506,13,20754
16470,14,20711
16233,15,20511
16094,16,20350
16168,17,20637
16494,18,21370
16553,19,20954
16667,20,20508
16555,21,20020
16384,22,19502
16198,23,19032
16084,24,18588
15977,1,17455
15737,2,16605
15356,3,15709
15084,4,15161
14638,5,14557
14409,6,14408
14501,7,14824
15064,8,15441
15510,9,16298
15734,10,17380
16001,11,18612
16250,12,19701
16207,13,20140
16105,14,20075
16328,15,19907
16114,16,19763
16072,17,20027
16324,18,20743
16338,19,20330
16352,20,19896
16284,21,19426
16170,22,18924
16033,23,18467
15653,24,17992
15591,1,16716
15397,2,15884
15087,3,15050
14817,4,14525
14480,5,14116
14346,6,13909
14473,7,14246
15019,8,14904
15597,9,15600
15735,10,16646
15875,11,17829
16022,12,18863
16074,13,19287
16179,14,19229
16016,15,19053
16077,16,18887
16051,17,19149
16634,18,19859
16572,19,19471
16316,20,19054
16209,21,18599
15976,22,18130
16041,23,17686
16132,24,17229
15914,1,14975
15509,2,14223
14938,3,13557
14454,4,13043
13911,5,12675
13747,6,12543
13890,7,12729
14811,8,13353
15025,9,14316
15660,10,15426
15637,11,16602
16011,12,17500
16119,13,17696
16325,14,17521
16215,15,17333
15900,16,17227
15866,17,17515
16243,18,18222
16363,19,17746
16225,20,17249
16225,21,16870
16128,22,16387
15962,23,15927
15853,24,15435
15247,1,14403
14863,2,13727
14169,3,13163
13729,4,12757
13399,5,12442
13263,6,12341
13433,7,12455
14075,8,12959
14788,9,13739
15513,10,14797
15754,11,15937
16015,12,16753
16213,13,16926
16176,14,16769
16107,15,16583
15959,16,16483
16036,17,16760
16655,18,17448
16490,19,16981
16344,20,16512
16121,21,16206
15956,22,15678
15581,23,15232
15385,24,14753
14274,1,14728
13627,2,13986
13069,3,13329
12745,4,12865
12439,5,12477
12325,6,12168
12582,7,12506
13157,8,13098
13862,9,14032
14478,10,15195
15391,11,16461
15845,12,17331
15872,13,17482
16009,14,17241
15843,15,17055
15416,16,16997
15402,17,17318
16233,18,17929
15798,19,17481
15505,20,17020
15133,21,16589
15129,22,16154
14574,23,15684
14024,24,15186
13109,1,13048
12325,2,12268
11883,3,11724
11599,4,11406
11431,5,11300
11310,6,11397
11564,7,12069
12109,8,12917
12832,9,13689
13787,10,14634
14654,11,15505
15200,12,16208
15261,13,16406
15193,14,16145
15070,15,16037
14874,16,16154
15030,17,16490
15769,18,17250
15309,19,17080
14740,20,16422
14549,21,15845
14097,22,15481
13773,23,14804
13465,24,14281
12502,1,12791
11974,2,12037
11500,3,11695
11256,4,11318
11049,5,11228
10920,6,11250
11298,7,11814
11829,8,12566
12735,9,13335
13501,10,14152
14419,11,15274
14920,12,16092
14846,13,16163
14553,14,15934
14335,15,15875
14266,16,15870
14559,17,16274
15143,18,17039
14819,19,16808
14533,20,16098
14340,21,15543
13728,22,15183
13124,23,14529
12558,24,14006
11709,1,12534
11070,2,11743
10672,3,11204
10262,4,10909
10235,5,10776
10339,6,10863
10949,7,11491
11569,8,12351
12101,9,13077
13108,10,13960
13960,11,14878
14541,12,15608
14738,13,15656
14716,14,15441
14695,15,15646
14561,16,15727
14572,17,16171
14968,18,16698
14817,19,16494
14401,20,15806
14081,21,15232
13674,22,14866
13072,23,14311
12660,24,14034
11446,1,12401
10793,2,11692
10405,3,11260
10207,4,10970
10192,5,10914
10325,6,11085
10939,7,11664
11714,8,12419
12242,9,13130
12648,10,13951
13084,11,14933
13642,12,15607
13721,13,15849
13783,14,15578
14152,15,15489
14275,16,15534
14433,17,15969
14821,18,16630
14781,19,16369
14633,20,15648
14104,21,15085
13813,22,14701
13199,23,14049
12754,24,13621
11496,1,12834
10808,2,11868
10329,3,11403
10083,4,11102
10004,5,11004
10302,6,11127
10663,7,11744
11357,8,12575
11859,9,13320
12303,10,14170
13288,11,15128
13862,12,15808
14076,13,16064
13921,14,15799
13798,15,15687
14021,16,15703
14247,17,16217
14724,18,16934
14492,19,16660
14162,20,15934
13820,21,15341
13603,22,14989
13043,23,14264
12567,24,13755
11415,1,12514
10765,2,11812
10312,3,11295
10100,4,11007
10056,5,10909
10159,6,11062
10799,7,11611
11452,8,12407
11819,9,13172
12190,10,14056
12753,11,15010
13360,12,15672
13460,13,15934
13226,14,15691
12962,15,15592
13069,16,15599
14131,17,16063
14498,18,16735
14407,19,16458
14445,20,15744
14086,21,15189
13572,22,14797
13125,23,14113
12709,24,13652
11338,1,12556
10796,2,11765
10398,3,11271
10179,4,10982
10190,5,10946
10430,6,11112
10995,7,11694
11478,8,12495
11928,9,13238
12410,10,14090
13231,11,15023
13811,12,15692
14115,13,15979
14185,14,15720
14373,15,15600
14494,16,15614
14727,17,16081
15049,18,16745
14615,19,16471
14132,20,15738
13910,21,15182
13609,22,14842
12964,23,14122
12670,24,13664
11698,1,12168
10806,2,11361
10338,3,10970
10176,4,10734
10208,5,10550
10472,6,10746
10965,7,11321
11491,8,12209
12049,9,12859
12669,10,13695
13244,11,14582
13627,12,15189
13669,13,15329
13513,14,15127
13529,15,14979
13582,16,15016
13662,17,15485
13897,18,16194
14355,19,15993
14388,20,15298
14134,21,14746
13901,22,14249
13274,23,13552
12788,24,13112
11738,1,11816
10998,2,11092
10340,3,10571
10257,4,10297
10159,5,10626
10183,6,10947
10554,7,11530
11102,8,12280
11937,9,12940
12507,10,13602
12941,11,14337
13226,12,14858
13229,13,14972
13165,14,14808
13150,15,14830
13252,16,14912
13410,17,15359
13875,18,15936
13908,19,15706
13777,20,14965
13774,21,14409
13591,22,13916
12970,23,13226
12252,24,12557
11641,1,12007
10924,2,11208
10237,3,10825
9907,4,10633
9927,5,10908
9995,6,11223
10735,7,11665
11445,8,12426
12064,9,13081
12541,10,13797
13399,11,14563
13698,12,15106
13780,13,15146
13723,14,14974
13758,15,14995
13885,16,15162
14238,17,15534
14447,18,16114
14400,19,15883
14058,20,15132
13861,21,14581
13525,22,14085
12883,23,13463
12490,24,12945
11259,1,12151
10632,2,11490
10274,3,11011
10087,4,10741
9957,5,10732
10311,6,11007
10959,7,11575
11764,8,12342
12210,9,13039
12528,10,13777
12999,11,14506
13386,12,15097
13690,13,15169
13535,14,14944
13611,15,14947
13649,16,15081
13788,17,15618
14217,18,16164
13950,19,15831
13686,20,15153
13592,21,14550
13277,22,14056
12624,23,13394
12178,24,12901
10854,1,12281
9993,2,11598
9479,3,11106
9320,4,10850
9954,5,10976
10391,6,11268
10958,7,11892
11708,8,12618
12100,9,13261
12331,10,13933
13168,11,14602
13722,12,15266
13685,13,15345
13873,14,15143
13878,15,15214
13742,16,15345
13968,17,15886
14126,18,16423
14029,19,16111
13944,20,15382
13681,21,14794
13258,22,14301
12632,23,13614
11891,24,13091
10817,1,12526
10087,2,11846
9711,3,11378
9653,4,11002
9886,5,11028
10372,6,11302
10924,7,11944
11366,8,12735
11713,9,13439
12221,10,14105
12822,11,14806
13361,12,15454
13307,13,15547
13448,14,15344
13359,15,15416
13497,16,15553
13899,17,16093
14200,18,16651
13857,19,16329
13572,20,15592
13304,21,14998
12915,22,14482
12447,23,13789
12118,24,13232
10879,1,11520
10248,2,10824
9889,3,10395
9805,4,10139
9889,5,10173
10230,6,10404
10711,7,10982
11181,8,11736
11659,9,12369
12291,10,12999
12794,11,13659
13418,12,14238
13692,13,14306
13469,14,14117
13542,15,14182
13471,16,14310
13489,17,14800
13983,18,15310
14051,19,15017
13992,20,14354
13498,21,13848
12966,22,13429
12512,23,12788
12098,24,12232
10964,1,10955
10225,2,10308
9707,3,9885
9543,4,9658
9856,5,9722
10255,6,10026
10953,7,10659
11549,8,11363
11640,9,11943
11999,10,12617
12331,11,13313
12459,12,13775
12849,13,13832
12816,14,13562
13051,15,13549
13173,16,13663
13364,17,14202
13580,18,14723
13546,19,14488
13384,20,13797
13099,21,13273
12805,22,12840
12210,23,12216
11920,24,11760
11029,1,10760
10483,2,10170
10056,3,9748
9670,4,9494
9729,5,9620
9924,6,9830
10443,7,10430
11089,8,11175
11801,9,11785
12041,10,12459
12257,11,13083
12530,12,13515
12467,13,13598
12096,14,13419
12140,15,13311
12263,16,13394
12849,17,13958
13273,18,14423
12838,19,14216
12539,20,13554
12122,21,13091
12259,22,12750
12200,23,12097
11763,24,11634
10293,1,10682
9700,2,10099
9521,3,9682
9234,4,9454
9291,5,9449
9670,6,9835
10027,7,10459
10767,8,11206
11204,9,11674
11592,10,12318
11840,11,12940
12521,12,13575
12341,13,13695
12359,14,13366
12318,15,13383
12410,16,13455
12665,17,14050
13159,18,14686
12865,19,14208
12476,20,13521
12476,21,12975
12600,22,12450
11984,23,11827
11338,24,11229
10081,1,10347
9505,2,9790
9082,3,9459
8992,4,9256
9155,5,9315
9596,6,9558
10066,7,10213
10623,8,10775
11036,9,11313
11129,10,11930
11664,11,12699
11864,12,13147
11920,13,13150
11970,14,12884
11902,15,12894
11673,16,13048
11869,17,13658
12232,18,14128
12195,19,13658
11903,20,12994
11624,21,12481
11644,22,11979
11556,23,11389
11030,24,10905
9780,1,9784
9223,2,9185
8923,3,8791
8806,4,8614
8787,5,8809
8985,6,9195
9349,7,9936
9960,8,10705
10390,9,11520
10721,10,12171
11024,11,12821
11546,12,13162
11615,13,13021
11377,14,12783
11082,15,12732
11269,16,13021
12034,17,13571
12330,18,13820
11979,19,13314
11461,20,12665
11638,21,12107
11474,22,11681
10713,23,11216
10427,24,10628
9353,1,9528
8874,2,9034
8538,3,8645
8384,4,8471
8663,5,8690
9231,6,9041
9875,7,9771
10437,8,10438
10316,9,11142
10744,10,11979
11697,11,12686
12512,12,13065
12411,13,12698
12337,14,12475
12441,15,12436
12530,16,12594
12962,17,13274
13318,18,13572
12918,19,13116
12485,20,12447
12004,21,11895
11575,22,11490
10926,23,10809
10323,24,10183
9375,1,9820
8802,2,9246
8579,3,8848
8507,4,8676
8806,5,8832
9231,6,9241
9952,7,9906
10454,8,10750
10747,9,11341
11100,10,12135
11867,11,12758
12124,12,13001
12159,13,12959
12161,14,12847
12187,15,12855
12530,16,12996
12927,17,13471
12975,18,13902
12533,19,13425
11991,20,12799
11626,21,12195
11120,22,11726
10396,23,11036
9716,24,10430
8803,1,10401
8277,2,9709
8004,3,9276
7930,4,9093
8332,5,9302
8687,6,9632
9564,7,10384
10208,8,11326
10925,9,11995
11392,10,12663
11983,11,13344
12285,12,13723
12218,13,13725
12035,14,13566
11990,15,13553
12144,16,13785
12098,17,14300
11954,18,14742
12280,19,14230
11945,20,13537
11384,21,12872
10887,22,12413
10468,23,11624
10099,24,11129
8789,1,9869
8410,2,9260
8124,3,8831
7995,4,8623
8347,5,8767
8687,6,9152
9358,7,9914
9893,8,10731
10594,9,11464
11515,10,12160
12121,11,12885
12363,12,13239
11887,13,13214
11583,14,12946
11762,15,12949
11960,16,13148
12652,17,13748
12667,18,14146
11914,19,13741
11426,20,13037
11038,21,12489
10567,22,11785
9793,23,11229
9347,24,10858
8360,1,9863
7899,2,9264
7653,3,8844
7666,4,8689
8144,5,8941
8739,6,9348
9424,7,10103
10246,8,10759
10728,9,11446
11424,10,12166
11923,11,12821
11832,12,13224
11632,13,13192
11554,14,12938
12031,15,12938
12236,16,13131
12445,17,13689
12722,18,14113
12269,19,13708
11593,20,13052
11136,21,12447
10582,22,11815
9965,23,11174
9589,24,10549
8749,1,9950
8189,2,9324
7770,3,8893
7759,4,8689
8077,5,8934
8574,6,9332
9410,7,10060
10295,8,10888
10899,9,11663
10800,10,12373
11241,11,13030
11775,12,13468
11672,13,13405
11718,14,13137
11880,15,13138
12092,16,13372
12548,17,13930
12694,18,14343
12284,19,13936
11771,20,13228
11236,21,12636
10792,22,12011
10170,23,11328
9855,24,10716
8652,1,9412
8097,2,8859
7861,3,8510
7849,4,8412
8124,5,8663
8671,6,9249
9497,7,10028
10252,8,10687
10661,9,11045
10703,10,11663
11575,11,12300
11713,12,12725
11718,13,12639
11493,14,12490
11826,15,12474
12095,16,12775
12716,17,13090
12696,18,13333
12479,19,12930
11889,20,12362
11632,21,12036
11044,22,11600
10525,23,10860
10314,24,10367
8821,1,9461
8363,2,8958
8103,3,8598
8099,4,8489
8495,5,8798
9042,6,9281
9604,7,9973
10080,8,10795
10581,9,11495
10811,10,12169
11512,11,12733
11821,12,13076
12049,13,12883
11909,14,12754
11942,15,12740
11945,16,12972
12168,17,13454
12244,18,13745
11971,19,13284
11711,20,12720
11373,21,12169
10785,22,11550
10028,23,10889
9473,24,10345
8559,1,9491
8067,2,8995
7807,3,8598
7784,4,8457
8218,5,8771
8803,6,9277
9575,7,9985
10335,8,10867
10726,9,11598
10917,10,12141
11016,11,12699
11191,12,13099
11313,13,12987
11488,14,12851
11566,15,12842
11597,16,13010
11701,17,13525
12043,18,13818
11984,19,13354
11788,20,12755
11563,21,12196
11204,22,11707
10420,23,11000
9934,24,10498
8675,1,9446
8245,2,8893
8053,3,8535
7966,4,8477
8234,5,8902
8867,6,9426
9495,7,10337
10181,8,11261
10481,9,12037
11034,10,12648
11388,11,13303
11519,12,13568
11712,13,13390
11642,14,13119
11791,15,12989
11729,16,13041
11785,17,13681
11721,18,13992
11620,19,13343
11665,20,12673
11622,21,12080
11350,22,11414
10551,23,10888
9951,24,9996
8653,1,9322
8122,2,8775
7950,3,8458
8007,4,8438
8340,5,8852
8722,6,9419
9280,7,10351
10041,8,11259
10817,9,11958
11473,10,12651
11971,11,13243
12154,12,13508
12158,13,13329
11998,14,13090
11928,15,12975
12125,16,13023
12486,17,13604
12667,18,13845
12318,19,13193
11903,20,12497
11446,21,11913
10907,22,11289
10248,23,10509
9724,24,9835
8502,1,8997
8147,2,8506
7866,3,8206
7876,4,8124
8234,5,8540
8630,6,9095
9516,7,10002
10454,8,10990
11109,9,11681
11462,10,12358
12151,11,13051
12285,12,13360
12071,13,13207
12026,14,12875
12030,15,12695
12207,16,12862
12792,17,13617
12893,18,13868
12374,19,13155
11870,20,12444
11507,21,11899
11136,22,11328
10418,23,10412
9883,24,9766
8800,1,8916
8258,2,8413
7895,3,8107
7876,4,8048
8443,5,8434
9089,6,9010
9949,7,9863
10705,8,10820
11098,9,11530
11191,10,12193
11477,11,12836
12321,12,13094
12241,13,12910
12187,14,12594
12134,15,12405
12238,16,12616
12745,17,13369
12821,18,13546
12245,19,12868
11811,20,12200
11451,21,11628
10830,22,11109
10160,23,10423
9403,24,9787
8351,1,7982
7801,2,7329
7569,3,7189
7657,4,7213
8190,5,7760
8806,6,8460
9764,7,9349
10429,8,10176
11093,9,11216
11517,10,11656
11529,11,12372
12219,12,12387
12029,13,12444
11655,14,12346
10800,15,11973
11032,16,12460
11844,17,12676
11697,18,13213
11404,19,12814
10841,20,11707
10515,21,10972
10242,22,10411
9300,23,9673
8497,24,9077
7336,1,8617
6885,2,8172
6883,3,7906
6772,4,7852
7283,5,8307
7989,6,8698
8874,7,9652
10045,8,10570
10518,9,11290
10751,10,11879
11303,11,12430
11735,12,12627
11579,13,12411
11467,14,12110
11491,15,11976
11706,16,12167
11830,17,12852
12057,18,13041
11828,19,12356
11565,20,11719
11217,21,11165
10843,22,10682
9920,23,9991
9410,24,9426
8179,1,8347
7601,2,7931
7387,3,7639
7351,4,7608
7820,5,8030
8538,6,8743
9381,7,9388
10029,8,10228
10529,9,10977
10703,10,11566
11122,11,12190
11324,12,12449
11440,13,12260
11385,14,12029
11370,15,11960
11290,16,12200
11690,17,12798
11752,18,12975
11283,19,12364
10638,20,11687
10267,21,11093
9823,22,10443
9438,23,9652
8863,24,9250
7854,1,8349
7178,2,7817
6700,3,7541
6721,4,7559
7203,5,8095
7891,6,8735
8737,7,9558
9441,8,10329
9856,9,11011
10154,10,11671
10540,11,12322
10697,12,12573
10681,13,12384
10643,14,12140
10536,15,12041
10514,16,12280
10550,17,12845
10917,18,13051
10773,19,12489
10524,20,11840
10227,21,11252
9853,22,10655
9199,23,9951
8798,24,9479
7649,1,8793
7202,2,8220
6981,3,7885
7039,4,7878
7597,5,8436
8058,6,9082
9060,7,9976
9626,8,10708
10419,9,11356
10966,10,12050
11027,11,12700
11167,12,12901
11018,13,12681
10691,14,12486
10766,15,12424
10834,16,12673
11259,17,13269
11345,18,13485
10930,19,12890
10615,20,12231
10282,21,11583
9848,22,10932
9116,23,10245
8618,24,9529
7368,1,8779
7035,2,8239
6691,3,7936
6749,4,7915
7472,5,8453
8302,6,9170
8726,7,10056
8849,8,10872
9283,9,11500
9256,10,12134
9508,11,12776
9932,12,13025
10023,13,12763
9939,14,12421
9914,15,12368
10527,16,12667
10872,17,13508
11090,18,13786
10956,19,13175
10633,20,12284
10053,21,11596
9642,22,10893
8959,23,10143
8786,24,9565
7698,1,8761
6797,2,8162
6730,3,7728
6886,4,7769
7525,5,8338
8255,6,9222
8659,7,10381
9570,8,11101
9695,9,11623
10151,10,11867
10495,11,12519
10760,12,12644
10766,13,12400
10789,14,12101
10560,15,12090
10575,16,12366
10759,17,13108
10973,18,13397
10950,19,12893
10532,20,12332
10203,21,11905
9724,22,11142
9215,23,10290
8890,24,9835
7780,1,9028
7102,2,8456
6782,3,8119
6821,4,8010
7523,5,8773
8294,6,9616
8952,7,10229
9766,8,11074
9879,9,11673
9971,10,12118
10008,11,12680
10258,12,12889
10102,13,12650
10139,14,12316
9795,15,12238
10086,16,12495
10704,17,13215
10963,18,13507
10321,19,12984
10778,20,12342
10308,21,11658
9845,22,10991
9404,23,10303
8664,24,10046
7484,1,9857
7281,2,9224
7067,3,8889
7037,4,8848
7611,5,9364
8275,6,10230
9264,7,11235
9970,8,12021
10121,9,12710
10271,10,13418
10512,11,14124
10973,12,14340
11219,13,14052
11098,14,13690
11060,15,13697
11035,16,14032
11731,17,14821
11788,18,15229
11602,19,14571
11083,20,13586
10697,21,12823
10031,22,11991
9481,23,11187
9076,24,10489
8063,1,9589
7537,2,8992
7172,3,8657
7191,4,8576
7892,5,9161
8769,6,10059
9897,7,10998
10410,8,11933
10705,9,12602
10794,10,13318
10721,11,14015
10742,12,14228
10815,13,13933
10865,14,13572
10746,15,13583
10849,16,13919
11213,17,14700
11680,18,15060
11754,19,14345
11354,20,13482
11015,21,12724
10456,22,11908
9862,23,11067
9512,24,10305
8579,1,8985
7904,2,8354
7625,3,7947
7549,4,7852
8389,5,8417
9282,6,9174
9590,7,10287
10557,8,11255
11087,9,11979
11054,10,12610
11245,11,13284
11459,12,13503
11414,13,13268
11291,14,12919
11287,15,12815
11239,16,13106
11260,17,13997
11422,18,14209
11319,19,13613
11271,20,12876
10979,21,12308
10461,22,11619
9917,23,10912
9687,24,10443
8778,1,9337
8145,2,8637
7883,3,8301
7838,4,8222
8273,5,8874
8864,6,9641
9671,7,10809
10513,8,11776
10938,9,12525
11247,10,13199
11255,11,13823
11383,12,14035
11300,13,13745
11188,14,13304
11041,15,13337
11029,16,13625
11492,17,14496
11466,18,14784
11524,19,14074
11257,20,13246
10802,21,12669
10283,22,11988
9635,23,11322
9149,24,10767
7851,1,9594
7423,2,9208
7095,3,8792
6792,4,8570
6974,5,9035
7283,6,9593
7579,7,10733
8391,8,11747
8928,9,12491
8905,10,13056
9219,11,13659
9005,12,13864
8832,13,13616
8953,14,13221
9111,15,13251
9628,16,13502
10860,17,14379
10958,18,14760
10662,19,14151
10372,20,13154
10129,21,12497
9849,22,11774
9437,23,11047
8903,24,10205
8002,1,9610
7283,2,9116
6970,3,8794
6865,4,8642
7461,5,9133
8252,6,9639
9329,7,10780
10264,8,11791
10713,9,12445
10765,10,12969
10923,11,13541
10853,12,13719
10830,13,13509
10933,14,13184
11100,15,13183
11063,16,13404
11295,17,14255
11547,18,14654
11501,19,14039
11377,20,13048
11071,21,12359
10814,22,11648
10208,23,10963
9899,24,10201
8608,1,10370
7986,2,9937
7704,3,9487
7677,4,9331
8360,5,9747
9187,6,10353
9813,7,11575
9946,8,12691
10036,9,13475
10499,10,14095
10540,11,14757
10449,12,14984
10437,13,14722
10493,14,14299
10372,15,14333
10236,16,14600
10412,17,15537
10321,18,15959
10105,19,15300
9551,20,14199
9394,21,13485
9070,22,12699
8948,23,11914
8683,24,11064
8162,1,9829
8114,2,9368
7916,3,8953
7701,4,8700
7961,5,9167
8243,6,9703
8791,7,10871
9218,8,11920
9260,9,12734
9403,10,13449
9422,11,14069
9543,12,14152
9792,13,14019
9788,14,13553
9730,15,13553
9681,16,13855
9742,17,14638
9975,18,15121
9892,19,14518
9867,20,13483
9887,21,12775
9870,22,12030
9684,23,11285
9231,24,10407
8762,1,9654
8343,2,9236
8072,3,8822
8070,4,8552
8605,5,8998
9037,6,9516
9168,7,10679
